url,address,city,state,zip,monthly_payment_total,assumable_rate_pct,loan_type,loan_balance,monthly_payment,price,equity_needed,monthly_tax,monthly_insurance,monthly_hoa,beds,baths,sqft,monthly_loan_insurance,remaining_years
https://www.withroam.com/listing/950-W-PEACHTREE-ST-NW-UNIT-1102-1102-ATLANTA-GA-30309/318955,"950 W Peachtree St NW # 1102, Atlanta, GA, 30309",Atlanta,GA,30309,1725.0,2.625,VA,261203.0,1208.0,320000.0,58796.0,346.0,170.0,0.0,1.0,1.0,812.0,,
https://www.withroam.com/listing/2133-CASCADE-RD-SW-ATLANTA-GA-30311/414697,"2133 Cascade Rd SW, Atlanta, GA, 30311",Atlanta,GA,30311,2469.0,3.05,FHA,314968.0,1479.0,460000.0,145031.0,498.0,245.0,0.0,4.0,2.0,1722.0,246.0,
https://www.withroam.com/listing/1690-WARE-AVE-ATLANTA-GA-30344/387199,"1690 Ware Ave, Atlanta, GA, 30344",Atlanta,GA,30344,2317.0,2.9,FHA,282080.0,1344.0,459995.0,177914.0,498.0,245.0,0.0,4.0,3.0,2216.0,228.0,
https://www.withroam.com/listing/285-CENTENNIAL-OLYMPIC-PARK-DR-NW-UNIT-1905-1905-ATLANTA-GA-30313/281569,"285 Centennial Olympic Park Dr NW # 1905, Atlanta, GA, 30313",Atlanta,GA,30313,2571.0,2.875,VA,392461.0,1835.0,455000.0,62538.0,492.0,242.0,0.0,2.0,2.0,1362.0,,25.0
https://www.withroam.com/listing/878-PEACHTREE-ST-NE-APT-431-431-ATLANTA-GA-30309/58483,"878 Peachtree St NE Apt 431 # 431, Atlanta, GA, 30309",Atlanta,GA,30309,1670.0,2.87,FHA,219533.0,1012.0,300000.0,80466.0,325.0,160.0,0.0,1.0,1.0,956.0,172.0,
https://www.withroam.com/listing/2240-STEPHEN-LONG-DR-NE-ATLANTA-GA-30305/417894,"2240 Stephen Long Dr NE, Atlanta, GA, 30305",Atlanta,GA,30305,3669.0,2.7,FHA,480956.0,2181.0,685000.0,204043.0,742.0,365.0,0.0,4.0,2.0,1632.0,380.0,
https://www.withroam.com/listing/964-DEKALB-AVE-NE-106-ATLANTA-GA-30307/412784,"964 Dekalb Ave NE # 106, Atlanta, GA, 30307",Atlanta,GA,30307,2148.0,3.12,FHA,280384.0,1324.0,350000.0,69615.0,379.0,186.0,39.0,1.0,1.5,905.0,219.0,
https://www.withroam.com/listing/400-W-WEST-PEACHTREE-ST-NW-1215-ATLANTA-GA-30308/401088,"400 W West Peachtree St NW # 1215, Atlanta, GA, 30308",Atlanta,GA,30308,2058.0,2.8,FHA,215085.0,986.0,299999.0,84913.0,325.0,160.0,417.0,1.0,1.0,729.0,170.0,
https://www.withroam.com/listing/44-PEACHTREE-PL-1225-ATLANTA-GA-30309/204580,"44 Peachtree Pl # 1225, Atlanta, GA, 30309",Atlanta,GA,30309,1993.0,3.375,VA,301546.0,1458.0,310000.0,8453.0,335.0,165.0,33.0,1.0,1.0,866.0,,
https://www.withroam.com/listing/768-ANTONE-ST-NW-ATLANTA-GA-30318/420031,"768 Antone St NW, Atlanta, GA, 30318",Atlanta,GA,30318,2311.0,2.91,FHA,299131.0,1424.0,399000.0,99868.0,432.0,212.0,0.0,2.0,1.0,790.0,242.0,
https://www.withroam.com/listing/2183-PANSY-ST-NW-ATLANTA-GA-30314/195131,"2183 Pansy St NW, Atlanta, GA, 30314",Atlanta,GA,30314,1453.0,2.6,FHA,193564.0,884.0,255000.0,61435.0,276.0,136.0,0.0,3.0,2.0,1326.0,156.0,
https://www.withroam.com/listing/1170-MOTON-AVE-SW-ATLANTA-GA-30315/298410,"1170 Moton Ave SW, Atlanta, GA, 30315",Atlanta,GA,30315,3299.0,4.72,VA,440724.0,2450.0,525000.0,84275.0,568.0,280.0,0.0,3.0,3.0,1680.0,,
https://www.withroam.com/listing/1250-LAVISTA-CIR-NE-ATLANTA-GA-30324/408063,"1250 Lavista Cir NE, Atlanta, GA, 30324",Atlanta,GA,30324,2877.0,2.88,FHA,312212.0,1485.0,525000.0,212787.0,568.0,280.0,290.0,3.0,3.5,2300.0,253.0,
https://www.withroam.com/listing/800-PEACHTREE-ST-NE-APT-8214-8214-ATLANTA-GA-30308/402024,"800 Peachtree St NE Apt 8214 # 8214, Atlanta, GA, 30308",Atlanta,GA,30308,1959.0,2.7,FHA,191772.0,888.0,265000.0,73227.0,287.0,141.0,488.0,1.0,1.0,852.0,155.0,
https://www.withroam.com/listing/400-W-WEST-PEACHTREE-ST-NW-2713-ATLANTA-GA-30308/290094,"400 W West Peachtree St NW # 2713, Atlanta, GA, 30308",Atlanta,GA,30308,2309.0,2.8,FHA,309481.0,1452.0,375000.0,65518.0,406.0,200.0,0.0,2.0,2.0,1127.0,250.0,
https://www.withroam.com/listing/955-JUNIPER-ST-NE-UNIT-2316-2316-ATLANTA-GA-30309/384126,"955 Juniper St NE # 2316, Atlanta, GA, 30309",Atlanta,GA,30309,2398.0,3.85,VA,234959.0,1340.0,299900.0,64940.0,324.0,159.0,573.0,2.0,1.0,1027.0,,
https://www.withroam.com/listing/1770-ROCKLAND-DR-SE-ATLANTA-GA-30316/197223,"1770 Rockland Dr SE, Atlanta, GA, 30316",Atlanta,GA,30316,3167.0,5.1,VA,423097.0,2443.0,450000.0,26902.0,483.0,240.0,0.0,4.0,2.0,1616.0,,
https://www.withroam.com/listing/1584-ROCK-DAM-DR-SE-ATLANTA-GA-30317/397432,"1584 Rock Dam Dr SE, Atlanta, GA, 30317",Atlanta,GA,30317,3392.0,3.5,VA,422690.0,2186.0,579000.0,156309.0,622.0,308.0,275.0,4.0,3.5,2359.0,,
https://www.withroam.com/listing/821-RALPH-MCGILL-BLVD-NE-APT-2405-2405-ATLANTA-GA-30306/318953,"821 Ralph Mcgill Blvd NE Apt 2405 # 2405, Atlanta, GA, 30306",Atlanta,GA,30306,2043.0,4.75,FHA,248582.0,1386.0,289900.0,41317.0,314.0,154.0,0.0,1.0,1.0,1300.0,188.0,
https://www.withroam.com/listing/1280-W-PEACHTREE-ST-NW-APT-3014-3014-ATLANTA-GA-30309/321999,"1280 W Peachtree St NW Apt 3014 # 3014, Atlanta, GA, 30309",Atlanta,GA,30309,1365.0,3.56,FHA,134939.0,666.0,170000.0,35060.0,184.0,90.0,320.0,1.0,1.0,457.0,104.0,
https://www.withroam.com/listing/2802-PALM-DR-ATLANTA-GA-30344/202021,"2802 Palm Dr, Atlanta, GA, 30344",Atlanta,GA,30344,1673.0,2.9,FHA,226441.0,1057.0,270000.0,43558.0,292.0,144.0,0.0,3.0,3.0,1632.0,179.0,
https://www.withroam.com/listing/766-COOPER-ST-SW-ATLANTA-GA-30315/367384,"766 Cooper St SW, Atlanta, GA, 30315",Atlanta,GA,30315,2799.0,3.1,FHA,341927.0,1672.0,524900.0,182972.0,568.0,279.0,0.0,4.0,3.0,2128.0,277.0,
https://www.withroam.com/listing/840-UNITED-AVE-SE-UNIT-214-214-ATLANTA-GA-30312/383814,"840 United Ave SE # 214, Atlanta, GA, 30312",Atlanta,GA,30312,1373.0,3.0,FHA,182203.0,877.0,215000.0,32796.0,232.0,114.0,0.0,1.0,1.0,732.0,147.0,
https://www.withroam.com/listing/266-WADLEY-ST-NW-ATLANTA-GA-30314/393275,"266 Wadley St NW, Atlanta, GA, 30314",Atlanta,GA,30314,2063.0,3.76,VA,304343.0,1530.0,329999.0,25655.0,357.0,176.0,0.0,3.0,2.0,1274.0,,26.0
https://www.withroam.com/listing/424-LINDBERGH-DR-NE-208-ATLANTA-GA-30305/345329,"424 Lindbergh Dr NE # 208, Atlanta, GA, 30305",Atlanta,GA,30305,2960.0,5.375,VA,311609.0,1847.0,349000.0,37390.0,378.0,186.0,548.0,2.0,2.0,1350.0,,
https://www.withroam.com/listing/384-RALPH-MCGILL-BLVD-NE-UNIT-322-322-ATLANTA-GA-30312/403932,"384 Ralph Mcgill Blvd NE # 322, Atlanta, GA, 30312",Atlanta,GA,30312,1292.0,3.0,FHA,146878.0,693.0,275000.0,128121.0,297.0,146.0,38.0,1.0,1.0,745.0,116.0,
https://www.withroam.com/listing/25-BROMACK-DR-SE-ATLANTA-GA-30315/366588,"25 Bromack Dr SE, Atlanta, GA, 30315",Atlanta,GA,30315,1190.0,2.88,FHA,149996.0,692.0,235000.0,85003.0,254.0,125.0,0.0,3.0,1.0,1089.0,118.0,
https://www.withroam.com/listing/57-FORSYTH-ST-NW-APT-3A-3A-ATLANTA-GA-30303/365273,"57 Forsyth St NW Apt 3a # 3A, Atlanta, GA, 30303",Atlanta,GA,30303,1949.0,3.01,FHA,163677.0,766.0,219000.0,55322.0,237.0,116.0,700.0,1.0,1.5,1008.0,128.0,
https://www.withroam.com/listing/704-ROCHELLE-DR-SW-ATLANTA-GA-30310/408060,"704 Rochelle Dr SW, Atlanta, GA, 30310",Atlanta,GA,30310,2209.0,3.5,VA,281229.0,1457.0,465000.0,183770.0,503.0,248.0,0.0,3.0,3.5,2000.0,,
https://www.withroam.com/listing/400-W-WEST-PEACHTREE-ST-NW-3214-ATLANTA-GA-30308/362269,"400 W West Peachtree St NW # 3214, Atlanta, GA, 30308",Atlanta,GA,30308,1655.0,4.12,FHA,178002.0,1043.0,269900.0,91897.0,292.0,143.0,22.0,1.0,1.0,743.0,152.0,
https://www.withroam.com/listing/1608-CARROLL-DR-NW-ATLANTA-GA-30318/193645,"1608 Carroll Dr NW, Atlanta, GA, 30318",Atlanta,GA,30318,2437.0,2.8,FHA,324075.0,1486.0,429995.0,105919.0,465.0,229.0,0.0,2.0,2.0,1071.0,256.0,
https://www.withroam.com/listing/120-RALPH-MCGILL-BLVD-NE-APT-202-202-ATLANTA-GA-30308/391978,"120 Ralph Mcgill Blvd NE Apt 202 # 202, Atlanta, GA, 30308",Atlanta,GA,30308,1259.0,3.25,FHA,91014.0,510.0,175000.0,83985.0,189.0,93.0,383.0,1.0,1.0,772.0,83.0,
https://www.withroam.com/listing/2931-DIANA-DR-SW-ATLANTA-GA-30315/383244,"2931 Diana Dr SW, Atlanta, GA, 30315",Atlanta,GA,30315,1467.0,3.55,FHA,193386.0,953.0,225000.0,31613.0,243.0,120.0,0.0,3.0,1.5,1000.0,149.0,
https://www.withroam.com/listing/57-FORSYTH-ST-NW-APT-4D-4D-ATLANTA-GA-30303/179102,"57 Forsyth St NW Apt 4d # 4D, Atlanta, GA, 30303",Atlanta,GA,30303,1078.0,3.7,FHA,123064.0,656.0,198500.0,75435.0,215.0,105.0,0.0,1.0,1.5,868.0,101.0,
https://www.withroam.com/listing/124-FAIRFIELD-PL-NW-ATLANTA-GA-30314/294997,"124 Fairfield Pl NW, Atlanta, GA, 30314",Atlanta,GA,30314,1939.0,3.11,FHA,263098.0,1238.0,307000.0,43901.0,332.0,163.0,0.0,3.0,2.0,1238.0,205.0,
https://www.withroam.com/listing/950-W-PEACHTREE-ST-NW-UNIT-610-610-ATLANTA-GA-30309/383268,"950 W Peachtree St NW # 610, Atlanta, GA, 30309",Atlanta,GA,30309,2413.0,4.25,FHA,218014.0,1302.0,309900.0,91885.0,335.0,165.0,422.0,1.0,1.0,866.0,187.0,
https://www.withroam.com/listing/1097-FORTRESS-AVE-SW-ATLANTA-GA-30315/356605,"1097 Fortress Ave SW, Atlanta, GA, 30315",Atlanta,GA,30315,1432.0,2.9,FHA,178875.0,854.0,267500.0,88624.0,289.0,142.0,0.0,2.0,2.0,1293.0,145.0,
https://www.withroam.com/listing/115-W-WEST-PEACHTREE-PL-NW-413-ATLANTA-GA-30313/384377,"115 W West Peachtree Pl NW # 413, Atlanta, GA, 30313",Atlanta,GA,30313,1677.0,2.875,VA,168534.0,788.0,210000.0,41465.0,227.0,112.0,550.0,1.0,1.0,958.0,,25.0
https://www.withroam.com/listing/57-FORSYTH-ST-NW-%23-16-16-ATLANTA-GA-30303/287446,"57 Forsyth St NW # 16, Atlanta, GA, 30303",Atlanta,GA,30303,2573.0,4.67,VA,256931.0,1421.0,280000.0,23068.0,303.0,149.0,700.0,1.0,1.5,998.0,,
https://www.withroam.com/listing/890-MEMORIAL-DR-SE-UNIT-108-108-ATLANTA-GA-30316/367390,"890 Memorial Dr SE # 108, Atlanta, GA, 30316",Atlanta,GA,30316,2643.0,3.5,VA,290097.0,1514.0,429850.0,139752.0,465.0,229.0,435.0,2.0,2.0,1196.0,,
https://www.withroam.com/listing/1300-SWEETBRIAR-CIR-ATLANTA-GA-30344/391614,"1300 Sweetbriar Cir, Atlanta, GA, 30344",Atlanta,GA,30344,1943.0,2.8,FHA,233890.0,1075.0,359900.0,126009.0,389.0,191.0,101.0,4.0,2.5,2090.0,185.0,
https://www.withroam.com/listing/1280-W-PEACHTREE-ST-NW-APT-1402-1402-ATLANTA-GA-30309/288112,"1280 W Peachtree St NW Apt 1402 # 1402, Atlanta, GA, 30309",Atlanta,GA,30309,1427.0,2.875,VA,133053.0,622.0,251000.0,117946.0,271.0,133.0,399.0,1.0,1.0,625.0,,25.0
https://www.withroam.com/listing/975-WELCH-ST-SW-ATLANTA-GA-30310/20309,"975 Welch St SW, Atlanta, GA, 30310",Atlanta,GA,30310,2786.0,3.09,FHA,377314.0,1779.0,440000.0,62685.0,476.0,234.0,0.0,3.0,3.0,2070.0,295.0,
https://www.withroam.com/listing/602-W-LAKE-AVE-NW-ATLANTA-GA-30318/197200,"602 W Lake Ave NW, Atlanta, GA, 30318",Atlanta,GA,30318,1236.0,3.47,FHA,159185.0,817.0,179500.0,20314.0,194.0,95.0,0.0,2.0,2.0,1675.0,129.0,
https://www.withroam.com/listing/1677-NEELY-AVE-ATLANTA-GA-30344/389549,"1677 Neely Ave, Atlanta, GA, 30344",Atlanta,GA,30344,1617.0,2.7,FHA,209788.0,964.0,299900.0,90111.0,324.0,159.0,0.0,3.0,2.0,1472.0,168.0,
https://www.withroam.com/listing/1150-COLLIER-RD-NW-APT-F8-F8-ATLANTA-GA-30318/394814,"1150 Collier Rd NW Apt F8 # F8, Atlanta, GA, 30318",Atlanta,GA,30318,1280.0,4.5,FHA,80274.0,553.0,175000.0,94725.0,189.0,93.0,367.0,1.0,1.0,775.0,77.0,
https://www.withroam.com/listing/1787-RIDGEWAY-AVE-NW-ATLANTA-GA-30318/404729,"1787 Ridgeway Ave NW, Atlanta, GA, 30318",Atlanta,GA,30318,1899.0,3.25,FHA,96986.0,661.0,699000.0,602013.0,757.0,372.0,0.0,4.0,3.0,2088.0,107.0,
https://www.withroam.com/listing/2230-CHESHIRE-BRIDGE-RD-NE-UNIT-403-403-ATLANTA-GA-30324/155021,"2230 Cheshire Bridge Rd NE # 403, Atlanta, GA, 30324",Atlanta,GA,30324,1790.0,4.19,FHA,127490.0,765.0,294000.0,166509.0,318.0,156.0,439.0,2.0,2.0,1018.0,110.0,
https://www.withroam.com/listing/1445-MONROE-DR-NE-APT-E5-E5-ATLANTA-GA-30324/372550,"1445 Monroe Dr NE Apt E5 # E5, Atlanta, GA, 30324",Atlanta,GA,30324,1437.0,4.25,FHA,122620.0,727.0,225000.0,102379.0,243.0,120.0,241.0,1.0,1.0,720.0,104.0,
https://www.withroam.com/listing/898-OAK-ST-SW-%23-U-3422-U-3422-ATLANTA-GA-30310/411626,"898 Oak St SW # U-3422, Atlanta, GA, 30310",Atlanta,GA,30310,572.0,4.75,FHA,40595.0,319.0,129900.0,89304.0,140.0,69.0,0.0,1.0,1.0,696.0,43.0,
https://www.withroam.com/listing/923-SAINT-CHARLES-AVE-NE-ATLANTA-GA-30306/389053,"923 Saint Charles Ave NE, Atlanta, GA, 30306",Atlanta,GA,30306,5659.0,2.75,VA,689970.0,3153.0,1550000.0,860029.0,1679.0,826.0,0.0,4.0,2.5,3654.0,,
https://www.withroam.com/listing/1112-HARWELL-ST-NW-ATLANTA-GA-30314/403934,"1112 Harwell St NW, Atlanta, GA, 30314",Atlanta,GA,30314,2033.0,4.83,FHA,209141.0,1266.0,369000.0,159858.0,399.0,196.0,0.0,3.0,2.0,1796.0,170.0,
https://www.withroam.com/listing/282-WILLIS-MILL-RD-SW-ATLANTA-GA-30311/404728,"282 Willis Mill Rd SW, Atlanta, GA, 30311",Atlanta,GA,30311,1341.0,4.75,FHA,123569.0,753.0,300000.0,176430.0,325.0,160.0,0.0,3.0,1.5,1406.0,102.0,
https://www.withroam.com/listing/878-FALCON-DR-SW-ATLANTA-GA-30311/417904,"878 Falcon Dr SW, Atlanta, GA, 30311",Atlanta,GA,30311,1319.0,3.37,FHA,99101.0,650.0,349000.0,249898.0,378.0,186.0,0.0,3.0,2.5,2357.0,104.0,
https://www.withroam.com/listing/197-MATHEWSON-PL-SW-ATLANTA-GA-30314/361489,"197 Mathewson Pl SW, Atlanta, GA, 30314",Atlanta,GA,30314,1690.0,5.0,FHA,135840.0,1185.0,215000.0,79159.0,232.0,114.0,0.0,3.0,2.0,1416.0,156.0,13.0
https://www.withroam.com/listing/1445-MONROE-DR-NE-APT-F15-F15-ATLANTA-GA-30324/20301,"1445 Monroe Dr NE Apt F15 # F15, Atlanta, GA, 30324",Atlanta,GA,30324,2003.0,3.88,FHA,165488.0,997.0,310000.0,144511.0,335.0,165.0,354.0,2.0,2.0,1060.0,150.0,
https://www.withroam.com/listing/1247-LUCILE-AVE-SW-ATLANTA-GA-30310/324177,"1247 Lucile Ave SW, Atlanta, GA, 30310",Atlanta,GA,30310,4021.0,5.22,FHA,445125.0,2590.0,678500.0,233374.0,735.0,361.0,0.0,6.0,4.0,3143.0,333.0,
https://www.withroam.com/listing/163-WALTHALL-ST-SE-UNIT-B-ATLANTA-GA-30316/381172,"163 Walthall St SE # UNIT B, Atlanta, GA, 30316",Atlanta,GA,30316,5000.0,2.5,FHA,304195.0,3000.0,1075000.0,770804.0,1164.0,573.0,0.0,4.0,3.5,2496.0,262.0,
https://www.withroam.com/listing/976-CONNALLY-ST-SE-ATLANTA-GA-30315/323457,"976 Connally St SE, Atlanta, GA, 30315",Atlanta,GA,30315,2879.0,3.5,FHA,274507.0,1565.0,660000.0,385492.0,715.0,352.0,0.0,6.0,5.0,3706.0,246.0,
https://www.withroam.com/listing/2857-DIANA-DR-SW-ATLANTA-GA-30315/418848,"2857 Diana Dr SW, Atlanta, GA, 30315",Atlanta,GA,30315,1331.0,4.37,FHA,133754.0,791.0,265000.0,131245.0,287.0,141.0,0.0,3.0,2.0,1631.0,112.0,
https://www.withroam.com/listing/258-SUNSET-AVE-NW-ATLANTA-GA-30314/147990,"258 Sunset Ave NW, Atlanta, GA, 30314",Atlanta,GA,30314,3303.0,4.6,FHA,314630.0,1872.0,725000.0,410369.0,785.0,386.0,0.0,5.0,4.0,5614.0,258.0,
https://www.withroam.com/listing/130-ARIZONA-AVE-NE-UNIT-407-407-ATLANTA-GA-30307/305317,"130 Arizona Ave NE # 407, Atlanta, GA, 30307",Atlanta,GA,30307,3036.0,3.56,FHA,231155.0,1511.0,515000.0,283844.0,553.0,274.0,459.0,3.0,2.0,1508.0,236.0,17.0
https://www.withroam.com/listing/1688-RICHLAND-RD-SW-ATLANTA-GA-30311/140264,"1688 Richland Rd SW, Atlanta, GA, 30311",Atlanta,GA,30311,2903.0,4.375,FHA,303298.0,1799.0,525000.0,221701.0,568.0,280.0,0.0,5.0,4.0,3000.0,255.0,
https://www.withroam.com/listing/130-ARIZONA-AVE-NE-UNIT-305-305-ATLANTA-GA-30307/409375,"130 Arizona Ave NE # 305, Atlanta, GA, 30307",Atlanta,GA,30307,2105.0,5.25,FHA,117675.0,1024.0,340000.0,222324.0,365.0,181.0,403.0,1.0,1.5,879.0,131.0,
https://www.withroam.com/listing/970-SIDNEY-MARCUS-BLVD-NE-UNIT-2319-2319-ATLANTA-GA-30324/413529,"970 Sidney Marcus Blvd NE # 2319, Atlanta, GA, 30324",Atlanta,GA,30324,1715.0,5.125,FHA,148476.0,922.0,200000.0,51523.0,216.0,106.0,350.0,1.0,1.0,840.0,119.0,
https://www.withroam.com/listing/1788-CAMPBELLTON-RD-SW-ATLANTA-GA-30311/289360,"1788 Campbellton Rd SW, Atlanta, GA, 30311",Atlanta,GA,30311,1254.0,4.4,FHA,128562.0,738.0,255000.0,126437.0,276.0,136.0,0.0,3.0,1.0,1072.0,104.0,
https://www.withroam.com/listing/878-PEACHTREE-ST-NE-APT-432-432-ATLANTA-GA-30309/362878,"878 Peachtree St NE Apt 432 # 432, Atlanta, GA, 30309",Atlanta,GA,30309,1692.0,3.87,FHA,111146.0,715.0,275000.0,163853.0,297.0,146.0,425.0,1.0,1.0,956.0,107.0,18.0
https://www.withroam.com/listing/115-W-WEST-PEACHTREE-PL-NW-709-ATLANTA-GA-30313/179252,"115 W West Peachtree Pl NW # 709, Atlanta, GA, 30313",Atlanta,GA,30313,1523.0,3.75,FHA,114322.0,681.0,199500.0,85177.0,216.0,106.0,415.0,1.0,1.0,889.0,104.0,
https://www.withroam.com/listing/1150-COLLIER-RD-NW-H6-ATLANTA-GA-30318/335879,"1150 Collier Rd NW # H6, Atlanta, GA, 30318",Atlanta,GA,30318,1345.0,4.75,FHA,107999.0,650.0,165000.0,57000.0,178.0,88.0,340.0,1.0,1.0,775.0,88.0,
https://www.withroam.com/listing/126-MORELAND-AVE-SE-ATLANTA-GA-30316/415781,"126 Moreland Ave SE, Atlanta, GA, 30316",Atlanta,GA,30316,5094.0,3.25,VA,608054.0,3043.0,1275000.0,666945.0,1370.0,680.0,0.0,4.0,4.0,2752.0,,24.0
https://www.withroam.com/listing/1616-BRIARCLIFF-RD-NE-APT-5-5-ATLANTA-GA-30306/416095,"1616 Briarcliff Rd NE Apt 5 # 5, Atlanta, GA, 30306",Atlanta,GA,30306,1661.0,4.75,FHA,88129.0,710.0,262900.0,174770.0,282.0,140.0,432.0,2.0,1.5,1064.0,96.0,
https://www.withroam.com/listing/64-CHAUMONT-SQ-NW-ATLANTA-GA-30327/395428,"64 Chaumont Sq NW, Atlanta, GA, 30327",Atlanta,GA,30327,1122.0,4.46,VA,81342.0,484.0,123900.0,42557.0,134.0,66.0,438.0,1.0,1.0,414.0,,22.0
https://www.withroam.com/listing/32-PEACHTREE-ST-NW-APT-1307-1307-ATLANTA-GA-30303/413526,"32 Peachtree St NW Apt 1307 # 1307, Atlanta, GA, 30303",Atlanta,GA,30303,2293.0,4.75,FHA,120787.0,946.0,174900.0,54112.0,189.0,93.0,935.0,2.0,2.0,1032.0,128.0,
https://www.withroam.com/listing/1739-DREW-DR-NW-ATLANTA-GA-30318/359260,"1739 Drew Dr NW, Atlanta, GA, 30318",Atlanta,GA,30318,1828.0,3.75,FHA,109428.0,753.0,516500.0,407071.0,559.0,275.0,125.0,3.0,2.5,1796.0,115.0,
https://www.withroam.com/listing/898-OAK-ST-1414-ROSWELL-GA-30075/404363,"898 Oak St # 1414, Roswell, GA, 30075",Roswell,GA,30075,418.0,3.88,FHA,31814.0,196.0,119000.0,87185.0,128.0,63.0,0.0,1.0,1.0,777.0,29.0,
